"","location","Parameter","Coefficient","SE","LCI","UCI","RR","RR LCI","RR UCI","t-value","p-value","sig"
"153",,"s(date).37",-0.0146423105672413,0.0784847364059545,-0.168469567259032,0.139184946124549,0.98546436675992,0.844956977384483,1.14933664570667,,,"."
"154",,"s(date).38",0.0708160849772444,0.080378309071699,-0.0867225059415147,0.228354675896003,1.07338379630846,0.916931503377426,1.25653090763456,,,
"155",,"s(date).39",-0.0296931938650962,0.0980686823603403,-0.221904279302662,0.162517891572469,0.970743317870483,0.800992032181134,1.17646936714733,,,
"156",,"s(date).40",-0.15383635308347,0.0694526210568293,-0.289960988986764,-0.0177117171801767,0.857412322413956,0.748292758667888,0.982444213326372,,,
"157",,"s(date).41",0.0204599148929148,0.0773920918084345,-0.131225797739834,0.172145627525664,1.02067065373071,0.877019722960868,1.18785080439242,,,
"158",,"s(date).42",-0.108429780675887,0.0842379463616935,-0.273533121676424,0.0566735603246488,0.897241896324509,0.760687140705271,1.058310279537,,,
"159",,"s(date).43",-0.207978645090878,0.112080453713073,-0.42765229773941,0.0116950075576534,0.812224381504594,0.65203809050668,1.01176366153376,,,
"160",,"s(date).44",-0.157502811900508,0.0668372265721115,-0.28850136880839,-0.0265042549926261,0.85427441147045,0.749385779381258,0.973843900128105,,,
"161",,"s(date).45",-0.102146485928691,0.0801015184748939,-0.259142577246453,0.0548496053890706,0.902897280234554,0.77171298648687,1.05638172860892,,,
"162",,"s(date).46",-0.201902322716635,0.0906333102596969,-0.379540346625286,-0.024264298807985,0.817174743453067,0.684175820671545,0.976027712704226,,,
"163",,"s(date).47",-0.136301868715648,0.119335790489673,-0.370195720142024,0.0975919827107289,0.872579188369057,0.690599153244962,1.10251284901985,,,
"164",,"s(date).48",-0.0647232926457657,0.0627120415999406,-0.187636635578627,0.0581900502870955,0.937326792713446,0.828915851045476,1.05991641398866,,,
"165",,"s(date).49",-0.16235811998883,0.0766987288678797,-0.312684866229877,-0.0120313737477836,0.850136699073564,0.731480390424502,0.9880407138355,,,
"166",,"s(date).50",-0.0894969637293783,0.0863017857105935,-0.258645355523635,0.0796514280648785,0.914391041458746,0.77209679435843,1.08290953000883,,,
"167",,"s(date).51",-0.22270749147259,0.146396295309364,-0.509638957749034,0.0642239748038532,0.800348923943626,0.600712422230198,1.06633120333951,,,
