"","location","Parameter","Coefficient","SE","LCI","UCI","RR","RR LCI","RR UCI","t-value","p-value","sig"
"1","Melbourne","(Intercept)",-7.98088525397321,0.242723829890865,-8.45661521874893,-7.50515528919749,0.000341936587769077,0.000212490087287022,0.000550240397319,,,"***"
"2",,".cbv1.l1",-0.0664027562123786,0.190346051667813,-0.439474162080693,0.306668649655936,0.935753907686329,0.644375168910183,1.35889062458936,-0.348852816386561,0.72723196,
"3",,".cbv1.l2",-0.0887693958673268,0.129423299396531,-0.342434401444872,0.164895609710218,0.915056565071297,0.710039695435978,1.17927000794786,-0.685884197677208,0.49285575,
"4",,".cbv1.l3",-0.109140173851067,0.15209294681802,-0.407236871916951,0.188956524214817,0.896604728151632,0.665486536558766,1.20798843309563,-0.717588659661213,0.47308434,
"5",,".cbv2.l1",0.19381198697674,0.175606612849335,-0.150370649655026,0.537994623608506,1.21386803850068,0.860389014425747,1.71256907072081,1.10367134717771,0.26985199,
"6",,".cbv2.l2",-0.0840347504980688,0.137637075153112,-0.353798460735601,0.185728959739464,0.91939930595618,0.702016436975377,1.20409585769051,-0.610553155133424,0.54155619,
"7",,".cbv2.l3",-0.041791737791122,0.144765190434753,-0.325526297258321,0.241942821676077,0.959069497707057,0.72214718952523,1.27372136148143,-0.288686373192441,0.77284759,
"8",,"Tue",0.0244978685371722,0.0381556559355282,-0.0502858429029649,0.0992815799773093,1.0248004067809,0.950957561177581,1.10437722629578,0.642050776916701,0.52090465,
"9",,"Wed",0.0204375830346489,0.0384850808711715,-0.0549917894149585,0.0958669554842563,1.02064786051285,0.946492919182185,1.10061262377911,0.531052100502624,0.59543431,
"10",,"Thu",-0.0430041541114132,0.0387790154968926,-0.119009627841243,0.0330013196184169,0.957907410804657,0.887799253130537,1.03355190313453,-1.10895425168437,0.26756667,
"11",,"Fri",-0.0524112308800763,0.0387742878480137,-0.128407438588372,0.0235849768282195,0.948938553757393,0.879494965946513,1.02386530187591,-1.35170067044213,0.17660494,
"12",,"Sat",-0.0343136615097562,0.0435452649825749,-0.119660812572856,0.0510334895533438,0.966268375902468,0.887221320003198,1.052358135697,-0.787999832438433,0.43077858,
"13",,"Sun",-0.00198714580406283,0.0433630964685199,-0.0869772531404978,0.0830029615323722,0.99801482726302,0.916697947395411,1.08654502638174,-0.0458257358421217,0.96345315,
"14",,"public.holYes",-0.100950537424503,0.0637437524933648,-0.225885996550933,0.0239849217019272,0.903977744847523,0.79780904946473,1.02427487345233,-1.58369304403614,0.11340203,
"15",,"school.hols1",-0.0344404758427624,0.108487441538585,-0.247071954033284,0.178191002347759,0.966145846992248,0.781084489329998,1.19505355747245,-0.317460485327356,0.75092324,
"16",,"school.hols3",0.0358878630645822,0.0938276129994798,-0.14801087916976,0.219786605298925,1.03653960559879,0.862421732458576,1.24581085278541,0.382487222229358,0.70213559,
"17",,"school.hols4",-0.00637468509829124,0.0430871508690107,-0.090823948997996,0.0780745788014135,0.993645590101212,0.913178462731962,1.08120329050882,-0.147948633634907,0.88239637,
"18",,"day1Yes",-0.127893261438197,0.078460499216973,-0.281673014112497,0.0258864912361034,0.879947298441248,0.754520361711026,1.02622445639261,-1.63003374582825,0.10323225,
"19",,"sholXmas period",-0.0572815602169616,0.065707936515412,-0.186066749285613,0.0715036288516902,0.944328146693791,0.830218176662191,1.07412204852385,-0.871760144279162,0.38343087,
"20",,"sholNYE",-0.265637780461966,0.150039837254672,-0.559710457727374,0.0284348968034426,0.766716797013339,0.571374476965195,1.02884302768428,-1.77044833773768,0.07678585,"."
"21",,"sholNYD",0.336822767594919,0.151287516757245,0.0403046834402196,0.633340851749618,1.40049082938361,1.04112794031487,1.8838938878102,2.22637514855494,0.02608626,"*"
"22",,"shol2-4 Jan",0.148737651418466,0.0807581363155046,-0.00954538721849918,0.307020690055431,1.16036852823594,0.990500025381595,1.35936909320291,1.84176676437133,0.06563885,"."
"23",,"sholDay before Melbourne Cup",-0.262888947993221,0.151974791240866,-0.560754065383312,0.0349761693968703,0.768827272382,0.570778497225227,1.03559502965141,-1.72981943812356,0.08379764,"."
"24",,"sholXmas Day or Eve",-0.120080500648541,0.107082153340918,-0.329957664583736,0.0897966632866536,0.8868490419205,0.718954170011711,1.09395182052077,-1.1213866821135,0.26224119,
"25",,"Sat:public.holYes",0.128916203238192,0.218285672383969,-0.298915852975496,0.55674825945188,1.13759479341165,0.741621812078269,1.74498901316121,0.590584814066156,0.55485707,
"26",,"Sun:public.holYes",0.0225583493638743,0.244367224437477,-0.456392609535596,0.501509308263345,1.02281471301118,0.633565044584664,1.65121157818604,0.092313318268449,0.9264572,
"27",,"Sat:school.hols1",0.0154429444137662,0.191228632880385,-0.359358288844621,0.390244177672153,1.0155628028742,0.698124176432232,1.47734148364911,0.0807564441640171,0.93564272,
"28",,"Sat:school.hols3",0.0199291721740405,0.166104284938224,-0.305629243982657,0.345487588330737,1.0201290839427,0.736659689844471,1.41267855734781,0.119979879997993,0.90450964,
"29",,"Sat:school.hols4",0.00975841423973932,0.0721012319149169,-0.131557403554468,0.151074232033946,1.0098061828194,0.87672894633546,1.16308299289359,0.135343238673852,0.89235243,
"30",,"Sun:school.hols1",-0.033748223791212,0.197818837138182,-0.421466020045644,0.35396957246322,0.966814894985131,0.656084281728738,1.42471183534859,-0.170601669079865,0.8645521,
"31",,"Sun:school.hols3",-0.228998313283133,0.1678966197808,-0.558069641179518,0.100073014613251,0.795329875000277,0.57231276723261,1.10525161464879,-1.36392450057723,0.17272572,
"32",,"Sun:school.hols4",0.073335325609588,0.0712115316898615,-0.0662367117864732,0.212907363005649,1.07609131739883,0.935909297307153,1.23727002895787,1.02982373597827,0.3032018,
"33",,"Sat:day1Yes",0.306278630417167,0.177183151212243,-0.0409939646261431,0.653551225460477,1.35836073444278,0.959834922892918,1.92235543932359,1.72859907006781,0.08401602,"."
