"City","Excess heat factor","RRfit","RRlow","RRhigh"
"Melbourne",-58.1,-2.58702623754741,-17.5066477113845,15.0309351478962
"Melbourne",-58,-2.5818492252517,-17.467648154701,14.9888000060931
"Melbourne",-57.9,-2.57667352615619,-17.4286540577337,14.9467098170527
"Melbourne",-57.8,-2.57149914641801,-17.3896655342937,14.9046646520591
"Melbourne",-57.7,-2.56632609219554,-17.350682698364,14.8626645822816
"Melbourne",-57.6,-2.5611543696483,-17.3117056640999,14.8207096787754
"Melbourne",-57.5,-2.55598398493708,-17.2727345458282,14.7788000124813
"Melbourne",-57.4,-2.55081494422383,-17.2337694580474,14.7369356542267
"Melbourne",-57.3,-2.54564725367172,-17.1948105154277,14.6951166747256
"Melbourne",-57.2,-2.54048091944511,-17.1558578328106,14.6533431445789
"Melbourne",-57.1,-2.53531594770958,-17.1169115252091,14.611615134275
"Melbourne",-57,-2.53015234463188,-17.0779717078074,14.5699327141901
"Melbourne",-56.9,-2.52499011637999,-17.0390384959607,14.5282959545883
"Melbourne",-56.8,-2.51982926912306,-17.0001120051952,14.4867049256223
"Melbourne",-56.7,-2.51466980903146,-16.961192351208,14.4451596973335
"Melbourne",-56.6,-2.50951174227674,-16.9222796498668,14.4036603396525
"Melbourne",-56.5,-2.50435507503166,-16.8833740172101,14.3622069223995
"Melbourne",-56.4,-2.49919981347015,-16.8444755694467,14.3207995152844
"Melbourne",-56.3,-2.49404596376738,-16.8055844229558,14.2794381879074
"Melbourne",-56.2,-2.48889353209966,-16.7667006942867,14.2381230097594
"Melbourne",-56.1,-2.48374252464452,-16.7278245001588,14.1968540502219
"Melbourne",-56,-2.47859294758066,-16.6889559574615,14.155631378568
"Melbourne",-55.9,-2.47344480708801,-16.650095183254,14.1144550639624
"Melbourne",-55.8,-2.46829810934766,-16.6112422947648,14.0733251754617
"Melbourne",-55.7,-2.46315286054187,-16.5723974093924,14.032241782015
"Melbourne",-55.6,-2.45800906685414,-16.5335606447043,13.9912049524639
"Melbourne",-55.5,-2.45286673446912,-16.4947321184374,13.9502147555434
"Melbourne",-55.4,-2.44772586957264,-16.4559119484974,13.9092712598816
"Melbourne",-55.3,-2.44258647835173,-16.4171002529591,13.8683745340007
"Melbourne",-55.2,-2.4374485669946,-16.3782971500662,13.8275246463168
"Melbourne",-55.1,-2.43231214169066,-16.3395027582306,13.7867216651406
"Melbourne",-55,-2.42717720863047,-16.3007171960329,13.7459656586778
