"","location","Parameter","Coefficient","SE","LCI","UCI","RR","RR LCI","RR UCI","t-value","p-value","sig"
"73",,"ns(Date, 4 * .no.years)44",-4.64979415690426,0.489736189472949,-5.60965945019712,-3.68992886361139,0.00956357032286819,0.00366231634649795,0.0249737785235032,-9.49448755647062,0,"***"
"74",,"ns(Date, 4 * .no.years)45",-4.46905882771433,0.473615060765403,-5.39732728935027,-3.54079036607839,0.0114580948185668,0.00452866860281185,0.0289904049922644,-9.43605724972501,0,"***"
"75",,"ns(Date, 4 * .no.years)46",-4.6967431597944,0.486714872186428,-5.65068678001981,-3.74279953956898,0.00912494725508998,0.00351510184402982,0.0236876955783213,-9.64988626440695,0,"***"
"76",,"ns(Date, 4 * .no.years)47",-4.04202861833969,0.546881267849574,-5.11389620714446,-2.97016102953492,0.0175618100452482,0.0060126108499117,0.0512950496488411,-7.39105333454482,0,"***"
"77",,"ns(Date, 4 * .no.years)48",-4.60060392013241,0.48798396639472,-5.55703491929906,-3.64417292096575,0.0100457670713412,0.00386020526561403,0.0261430232611193,-9.42777680611555,0,"***"
"78",,"ns(Date, 4 * .no.years)49",-4.56207969617298,0.475183193372246,-5.49342164124131,-3.63073775110465,0.0104403236487193,0.00411374430848853,0.0264966292788519,-9.60067561269821,0,"***"
"79",,"ns(Date, 4 * .no.years)50",-2.99496044355624,0.33177780422499,-3.645232990707,-2.34468789640548,0.0500386063967584,0.0261153245171094,0.0958771210554673,-9.02700664546341,0,"***"
"80",,"ns(Date, 4 * .no.years)51",-9.63929273837481,0.975515234612239,-11.5512674645849,-7.72731801216468,6.51190947012269e-05,9.62383749731172e-06,0.000440624282765776,-9.88123239531607,0,"***"
"81",,"ns(Date, 4 * .no.years)52",-1.39631819498988,0.410203800794219,-2.200302870868,-0.592333519111772,0.247506559327836,0.1107696043951,0.553035259490492,-3.40396210928907,0.00067565,"***"
"82",,"Sat:public.holYes",0.0279062885595507,0.0363949386938507,-0.0434264804999399,0.0992390576190413,1.02829931649595,0.957502946641266,1.10433026657012,0.766762895090842,0.44330195,
"83",,"Sun:public.holYes",0.0465118426276048,0.0409738413866336,-0.0337954107984536,0.126819096053663,1.04761048545593,0.966769274960024,1.13521163494008,1.13515943474067,0.25642795,
"84",,"Sat:school.hols1",0.0107115513524883,0.0314653277136611,-0.0509593577280374,0.0723824604330141,1.01076912540419,0.950317292801438,1.0750664358202,0.340423956488391,0.73356867,
